"year","wasteshed","material","LCstage","disposition","umbDisp","tons"
2018,"Harney","PaperFiber","endOfLifeTransport","recycling","Recovery",97.419
2018,"Harney","PaperFiber","production","production","Production",639.724825029728
2018,"Harney","PlasticFilm","endOfLife","combustion",NA,0
2018,"Harney","PlasticFilm","endOfLife","landfilling","Disposal",210.835655172687
2018,"Harney","PlasticFilm","endOfLife","recycling","Recovery",10.674
2018,"Harney","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Harney","PlasticFilm","endOfLifeTransport","landfilling","Disposal",210.835655172687
2018,"Harney","PlasticFilm","endOfLifeTransport","recycling","Recovery",10.674
2018,"Harney","PlasticFilm","production","production","Production",221.509655172687
2018,"Harney","ScrapMetal","endOfLife","landfilling","Disposal",170.728554451056
2018,"Harney","ScrapMetal","endOfLife","recycling","Recovery",263.508
2018,"Harney","ScrapMetal","endOfLifeTransport","landfilling","Disposal",170.728554451056
2018,"Harney","ScrapMetal","endOfLifeTransport","recycling","Recovery",263.508
2018,"Harney","ScrapMetal","production","production","Production",434.236554451055
2018,"Harney","TinnedCan","endOfLife","landfilling","Disposal",27.9837869862032
2018,"Harney","TinnedCan","endOfLife","recycling","Recovery",3.872
2018,"Harney","TinnedCan","endOfLifeTransport","landfilling","Disposal",27.9837869862032
2018,"Harney","TinnedCan","endOfLifeTransport","recycling","Recovery",3.872
2018,"Harney","TinnedCan","production","production","Production",31.8557869862032
2018,"Hood River","Aluminum","endOfLife","landfilling","Disposal",81.2728293699642
2018,"Hood River","Aluminum","endOfLife","recycling","Recovery",251.284
2018,"Hood River","Aluminum","endOfLifeTransport","landfilling","Disposal",81.2728293699642
2018,"Hood River","Aluminum","endOfLifeTransport","recycling","Recovery",251.284
2018,"Hood River","Aluminum","production","production","Production",332.557182675053
2018,"Hood River","Cardboard","endOfLife","combustion","Disposal",0.00309145240503032
2018,"Hood River","Cardboard","endOfLife","landfilling","Disposal",711.144819903877
2018,"Hood River","Cardboard","endOfLife","recycling","Recovery",2896.011
2018,"Hood River","Cardboard","endOfLifeTransport","combustion","Disposal",0.00309145240503032
2018,"Hood River","Cardboard","endOfLifeTransport","landfilling","Disposal",711.144819903877
2018,"Hood River","Cardboard","endOfLifeTransport","recycling","Recovery",2896.011
2018,"Hood River","Cardboard","production","production","Production",3607.15891135628
2018,"Hood River","Carpeting","endOfLife","combustion","Disposal",0.00228685277616685
2018,"Hood River","Carpeting","endOfLife","landfilling","Disposal",526.058076458696
2018,"Hood River","Carpeting","endOfLife","recycling",NA,0
2018,"Hood River","Carpeting","endOfLifeTransport","combustion","Disposal",0.00228685277616685
2018,"Hood River","Carpeting","endOfLifeTransport","landfilling","Disposal",526.058076458696
2018,"Hood River","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Hood River","Carpeting","production","production","Production",526.060363311472
2018,"Hood River","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Hood River","FoodWaste","endOfLife","combustion","Disposal",0.0142771917747504
2018,"Hood River","FoodWaste","endOfLife","composting","Recovery",65.623
2018,"Hood River","FoodWaste","endOfLife","landfilling","Disposal",3284.26566000728
2018,"Hood River","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Hood River","FoodWaste","endOfLifeTransport","combustion","Disposal",0.0142771917747504
2018,"Hood River","FoodWaste","endOfLifeTransport","composting","Recovery",65.623
2018,"Hood River","FoodWaste","endOfLifeTransport","landfilling","Disposal",3284.26566000728
2018,"Hood River","FoodWaste","production","production","Production",3349.90293719906
2018,"Hood River","Glass","endOfLife","landfilling","Disposal",342.503410580238
2018,"Hood River","Glass","endOfLife","recycling","Recovery",966.043
2018,"Hood River","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Hood River","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Hood River","Glass","endOfLife","reuseContainer",NA,0
2018,"Hood River","Glass","endOfLife","useAsAggregate",NA,0
2018,"Hood River","Glass","endOfLifeTransport","landfilling","Disposal",342.503410580238
2018,"Hood River","Glass","endOfLifeTransport","recycling","Recovery",966.043
2018,"Hood River","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Hood River","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Hood River","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Hood River","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Hood River","Glass","production","production","Production",1308.54789949355
2018,"Hood River","PaperFiber","endOfLife","combustion","Disposal",0.011836435553979
2018,"Hood River","PaperFiber","endOfLife","landfilling","Disposal",2722.80427692876
2018,"Hood River","PaperFiber","endOfLife","recycling","Recovery",578.681
2018,"Hood River","PaperFiber","endOfLifeTransport","combustion","Disposal",0.011836435553979
2018,"Hood River","PaperFiber","endOfLifeTransport","landfilling","Disposal",2722.80427692876
2018,"Hood River","PaperFiber","endOfLifeTransport","recycling","Recovery",578.681
2018,"Hood River","PaperFiber","production","production","Production",3301.49711336432
2018,"Hood River","PlasticFilm","endOfLife","combustion","Disposal",0.00460172568641625
2018,"Hood River","PlasticFilm","endOfLife","landfilling","Disposal",1058.56178771785
2018,"Hood River","PlasticFilm","endOfLife","recycling","Recovery",90.863
2018,"Hood River","PlasticFilm","endOfLifeTransport","combustion","Disposal",0.00460172568641625
2018,"Hood River","PlasticFilm","endOfLifeTransport","landfilling","Disposal",1058.56178771785
2018,"Hood River","PlasticFilm","endOfLifeTransport","recycling","Recovery",90.863
2018,"Hood River","PlasticFilm","production","production","Production",1149.42938944353
2018,"Hood River","ScrapMetal","endOfLife","landfilling","Disposal",857.192412100159
2018,"Hood River","ScrapMetal","endOfLife","recycling","Recovery",617.206
2018,"Hood River","ScrapMetal","endOfLifeTransport","landfilling","Disposal",857.192412100159
2018,"Hood River","ScrapMetal","endOfLifeTransport","recycling","Recovery",617.206
2018,"Hood River","ScrapMetal","production","production","Production",1474.40213844319
2018,"Hood River","TinnedCan","endOfLife","landfilling","Disposal",140.500749529144
2018,"Hood River","TinnedCan","endOfLife","recycling","Recovery",3.4
2018,"Hood River","TinnedCan","endOfLifeTransport","landfilling","Disposal",140.500749529144
2018,"Hood River","TinnedCan","endOfLifeTransport","recycling","Recovery",3.4
2018,"Hood River","TinnedCan","production","production","Production",143.901360306819
2018,"Jackson","Aluminum","endOfLife","landfilling","Disposal",689.62386622511
2018,"Jackson","Aluminum","endOfLife","recycling","Recovery",750.454
2018,"Jackson","Aluminum","endOfLifeTransport","landfilling","Disposal",689.62386622511
2018,"Jackson","Aluminum","endOfLifeTransport","recycling","Recovery",750.454
2018,"Jackson","Aluminum","production","production","Production",1440.07786622511
2018,"Jackson","Cardboard","endOfLife","combustion",NA,0
2018,"Jackson","Cardboard","endOfLife","landfilling","Disposal",6034.2730030427
2018,"Jackson","Cardboard","endOfLife","recycling","Recovery",17657.554
2018,"Jackson","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Jackson","Cardboard","endOfLifeTransport","landfilling","Disposal",6034.2730030427
2018,"Jackson","Cardboard","endOfLifeTransport","recycling","Recovery",17657.554
2018,"Jackson","Cardboard","production","production","Production",23691.8270030427
2018,"Jackson","Carpeting","endOfLife","combustion",NA,0
2018,"Jackson","Carpeting","endOfLife","landfilling","Disposal",4463.75753568219
2018,"Jackson","Carpeting","endOfLife","recycling",NA,0
2018,"Jackson","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Jackson","Carpeting","endOfLifeTransport","landfilling","Disposal",4463.75753568219
2018,"Jackson","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Jackson","Carpeting","production","production","Production",4463.75753568219
2018,"Jackson","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Jackson","FoodWaste","endOfLife","combustion","Recovery",28.14
2018,"Jackson","FoodWaste","endOfLife","composting","Recovery",102.474
2018,"Jackson","FoodWaste","endOfLife","landfilling","Disposal",27867.9602977083
2018,"Jackson","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Jackson","FoodWaste","endOfLifeTransport","combustion","Recovery",28.14
2018,"Jackson","FoodWaste","endOfLifeTransport","composting","Recovery",102.474
2018,"Jackson","FoodWaste","endOfLifeTransport","landfilling","Disposal",27867.9602977083
2018,"Jackson","FoodWaste","production","production","Production",27998.5742977083
2018,"Jackson","Glass","endOfLife","landfilling","Disposal",2906.24219718529
2018,"Jackson","Glass","endOfLife","recycling","Recovery",5012.454
2018,"Jackson","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Jackson","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Jackson","Glass","endOfLife","reuseContainer",NA,0
2018,"Jackson","Glass","endOfLife","useAsAggregate",NA,0
2018,"Jackson","Glass","endOfLifeTransport","landfilling","Disposal",2906.24219718529
2018,"Jackson","Glass","endOfLifeTransport","recycling","Recovery",5012.454
2018,"Jackson","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Jackson","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Jackson","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Jackson","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Jackson","Glass","production","production","Production",7918.69619718529
2018,"Jackson","PaperFiber","endOfLife","combustion",NA,0
2018,"Jackson","PaperFiber","endOfLife","landfilling","Disposal",23103.7952903338
2018,"Jackson","PaperFiber","endOfLife","recycling","Recovery",5957.473
2018,"Jackson","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Jackson","PaperFiber","endOfLifeTransport","landfilling","Disposal",23103.7952903338
2018,"Jackson","PaperFiber","endOfLifeTransport","recycling","Recovery",5957.473
2018,"Jackson","PaperFiber","production","production","Production",29061.2682903338
2018,"Jackson","PlasticFilm","endOfLife","combustion",NA,0
2018,"Jackson","PlasticFilm","endOfLife","landfilling","Disposal",8982.20817883736
2018,"Jackson","PlasticFilm","endOfLife","recycling","Recovery",303.601
2018,"Jackson","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Jackson","PlasticFilm","endOfLifeTransport","landfilling","Disposal",8982.20817883736
2018,"Jackson","PlasticFilm","endOfLifeTransport","recycling","Recovery",303.601
2018,"Jackson","PlasticFilm","production","production","Production",9285.80917883736
2018,"Jackson","ScrapMetal","endOfLife","landfilling","Disposal",7273.52978743233
2018,"Jackson","ScrapMetal","endOfLife","recycling","Recovery",9529.156
2018,"Jackson","ScrapMetal","endOfLifeTransport","landfilling","Disposal",7273.52978743233
2018,"Jackson","ScrapMetal","endOfLifeTransport","recycling","Recovery",9529.156
2018,"Jackson","ScrapMetal","production","production","Production",16802.6857874323
2018,"Jackson","TinnedCan","endOfLife","landfilling","Disposal",1192.19019257649
2018,"Jackson","TinnedCan","endOfLife","recycling","Recovery",756.863
2018,"Jackson","TinnedCan","endOfLifeTransport","landfilling","Disposal",1192.19019257649
2018,"Jackson","TinnedCan","endOfLifeTransport","recycling","Recovery",756.863
2018,"Jackson","TinnedCan","production","production","Production",1949.05319257649
2018,"Jefferson","Aluminum","endOfLife","landfilling","Disposal",56.6575020707165
2018,"Jefferson","Aluminum","endOfLife","recycling","Recovery",110.149
2018,"Jefferson","Aluminum","endOfLifeTransport","landfilling","Disposal",56.6575020707165
2018,"Jefferson","Aluminum","endOfLifeTransport","recycling","Recovery",110.149
2018,"Jefferson","Aluminum","production","production","Production",166.806572731734
2018,"Jefferson","Cardboard","endOfLife","combustion","Disposal",0.000618290481019507
2018,"Jefferson","Cardboard","endOfLife","landfilling","Disposal",495.7584154339
2018,"Jefferson","Cardboard","endOfLife","recycling","Recovery",713.53
2018,"Jefferson","Cardboard","endOfLifeTransport","combustion","Disposal",0.000618290481019507
2018,"Jefferson","Cardboard","endOfLifeTransport","landfilling","Disposal",495.7584154339
2018,"Jefferson","Cardboard","endOfLifeTransport","recycling","Recovery",713.53
2018,"Jefferson","Cardboard","production","production","Production",1209.28903372438
2018,"Jefferson","Carpeting","endOfLife","combustion","Disposal",0.000457370555243315
2018,"Jefferson","Carpeting","endOfLife","landfilling","Disposal",366.729407445617
2018,"Jefferson","Carpeting","endOfLife","recycling",NA,0
2018,"Jefferson","Carpeting","endOfLifeTransport","combustion","Disposal",0.000457370555243315
2018,"Jefferson","Carpeting","endOfLifeTransport","landfilling","Disposal",366.729407445617
2018,"Jefferson","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Jefferson","Carpeting","production","production","Production",366.729864816172
2018,"Jefferson","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Jefferson","FoodWaste","endOfLife","combustion","Disposal",0.00285543835501217
2018,"Jefferson","FoodWaste","endOfLife","composting",NA,0
2018,"Jefferson","FoodWaste","endOfLife","landfilling","Disposal",2289.55100831538
2018,"Jefferson","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Jefferson","FoodWaste","endOfLifeTransport","combustion","Disposal",0.00285543835501217
2018,"Jefferson","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Jefferson","FoodWaste","endOfLifeTransport","landfilling","Disposal",2289.55100831538
2018,"Jefferson","FoodWaste","production","production","Production",2289.55386375374
2018,"Jefferson","Glass","endOfLife","landfilling","Disposal",238.768452441117
2018,"Jefferson","Glass","endOfLife","recycling","Recovery",218.468
2018,"Jefferson","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Jefferson","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Jefferson","Glass","endOfLife","reuseContainer",NA,0
2018,"Jefferson","Glass","endOfLife","useAsAggregate",NA,0
2018,"Jefferson","Glass","endOfLifeTransport","landfilling","Disposal",238.768452441117
2018,"Jefferson","Glass","endOfLifeTransport","recycling","Recovery",218.468
2018,"Jefferson","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Jefferson","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Jefferson","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Jefferson","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Jefferson","Glass","production","production","Production",457.23675022378
2018,"Jefferson","PaperFiber","endOfLife","combustion","Disposal",0.00236728711084728
2018,"Jefferson","PaperFiber","endOfLife","landfilling","Disposal",1898.14099194213
2018,"Jefferson","PaperFiber","endOfLife","recycling","Recovery",87.489
2018,"Jefferson","PaperFiber","endOfLifeTransport","combustion","Disposal",0.00236728711084728
2018,"Jefferson","PaperFiber","endOfLifeTransport","landfilling","Disposal",1898.14099194213
2018,"Jefferson","PaperFiber","endOfLifeTransport","recycling","Recovery",87.489
2018,"Jefferson","PaperFiber","production","production","Production",1985.63235922924
2018,"Jefferson","PlasticFilm","endOfLife","combustion","Disposal",0.000920345137303262
2018,"Jefferson","PlasticFilm","endOfLife","landfilling","Disposal",737.952242398125
2018,"Jefferson","PlasticFilm","endOfLife","recycling","Recovery",22.221
2018,"Jefferson","PlasticFilm","endOfLifeTransport","combustion","Disposal",0.000920345137303262
2018,"Jefferson","PlasticFilm","endOfLifeTransport","landfilling","Disposal",737.952242398125
2018,"Jefferson","PlasticFilm","endOfLifeTransport","recycling","Recovery",22.221
2018,"Jefferson","PlasticFilm","production","production","Production",760.174162743262
2018,"Jefferson","ScrapMetal","endOfLife","landfilling","Disposal",597.572168214877
2018,"Jefferson","ScrapMetal","endOfLife","recycling","Recovery",2603.036
2018,"Jefferson","ScrapMetal","endOfLifeTransport","landfilling","Disposal",597.572168214877
2018,"Jefferson","ScrapMetal","endOfLifeTransport","recycling","Recovery",2603.036
2018,"Jefferson","ScrapMetal","production","production","Production",3200.60891348348
2018,"Jefferson","TinnedCan","endOfLife","landfilling","Disposal",97.9468977405455
2018,"Jefferson","TinnedCan","endOfLife","recycling","Recovery",1.248
2018,"Jefferson","TinnedCan","endOfLifeTransport","landfilling","Disposal",97.9468977405455
2018,"Jefferson","TinnedCan","endOfLifeTransport","recycling","Recovery",1.248
2018,"Jefferson","TinnedCan","production","production","Production",99.1950198960806
2018,"Josephine","Aluminum","endOfLife","landfilling","Disposal",284.754553206455
2018,"Josephine","Aluminum","endOfLife","recycling","Recovery",535.969
2018,"Josephine","Aluminum","endOfLifeTransport","landfilling","Disposal",284.754553206455
2018,"Josephine","Aluminum","endOfLifeTransport","recycling","Recovery",535.969
2018,"Josephine","Aluminum","production","production","Production",820.723553206455
2018,"Josephine","Cardboard","endOfLife","combustion",NA,0
2018,"Josephine","Cardboard","endOfLife","landfilling","Disposal",2491.62883864914
2018,"Josephine","Cardboard","endOfLife","recycling","Recovery",7800.772
2018,"Josephine","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Josephine","Cardboard","endOfLifeTransport","landfilling","Disposal",2491.62883864914
2018,"Josephine","Cardboard","endOfLifeTransport","recycling","Recovery",7800.772
2018,"Josephine","Cardboard","production","production","Production",10292.4008386491
2018,"Josephine","Carpeting","endOfLife","combustion",NA,0
2018,"Josephine","Carpeting","endOfLife","landfilling","Disposal",1843.14282748477
2018,"Josephine","Carpeting","endOfLife","recycling",NA,0
2018,"Josephine","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Josephine","Carpeting","endOfLifeTransport","landfilling","Disposal",1843.14282748477
2018,"Josephine","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Josephine","Carpeting","production","production","Production",1843.14282748477
2018,"Josephine","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Josephine","FoodWaste","endOfLife","combustion",NA,0
2018,"Josephine","FoodWaste","endOfLife","composting","Recovery",40.1
2018,"Josephine","FoodWaste","endOfLife","landfilling","Disposal",11507.0387960715
2018,"Josephine","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Josephine","FoodWaste","endOfLifeTransport","combustion",NA,0
2018,"Josephine","FoodWaste","endOfLifeTransport","composting","Recovery",40.1
2018,"Josephine","FoodWaste","endOfLifeTransport","landfilling","Disposal",11507.0387960715
2018,"Josephine","FoodWaste","production","production","Production",11547.1387960715
2018,"Josephine","Glass","endOfLife","landfilling","Disposal",1200.0247365266
2018,"Josephine","Glass","endOfLife","recycling","Recovery",1855.402
2018,"Josephine","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Josephine","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Josephine","Glass","endOfLife","reuseContainer",NA,0
2018,"Josephine","Glass","endOfLife","useAsAggregate",NA,0
2018,"Josephine","Glass","endOfLifeTransport","landfilling","Disposal",1200.0247365266
2018,"Josephine","Glass","endOfLifeTransport","recycling","Recovery",1855.402
2018,"Josephine","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Josephine","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Josephine","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Josephine","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Josephine","Glass","production","production","Production",3055.4267365266
2018,"Josephine","PaperFiber","endOfLife","combustion",NA,0
2018,"Josephine","PaperFiber","endOfLife","landfilling","Disposal",9539.85386451935
2018,"Josephine","PaperFiber","endOfLife","recycling","Recovery",1086.264
2018,"Josephine","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Josephine","PaperFiber","endOfLifeTransport","landfilling","Disposal",9539.85386451935
2018,"Josephine","PaperFiber","endOfLifeTransport","recycling","Recovery",1086.264
2018,"Josephine","PaperFiber","production","production","Production",10626.1178645194
2018,"Josephine","PlasticFilm","endOfLife","combustion",NA,0
2018,"Josephine","PlasticFilm","endOfLife","landfilling","Disposal",3708.86914162755
2018,"Josephine","PlasticFilm","endOfLife","recycling","Recovery",34.735
2018,"Josephine","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Josephine","PlasticFilm","endOfLifeTransport","landfilling","Disposal",3708.86914162755
2018,"Josephine","PlasticFilm","endOfLifeTransport","recycling","Recovery",34.735
2018,"Josephine","PlasticFilm","production","production","Production",3743.60414162755
2018,"Josephine","ScrapMetal","endOfLife","landfilling","Disposal",3003.33388429752
2018,"Josephine","ScrapMetal","endOfLife","recycling","Recovery",6944.618
2018,"Josephine","ScrapMetal","endOfLifeTransport","landfilling","Disposal",3003.33388429752
2018,"Josephine","ScrapMetal","endOfLifeTransport","recycling","Recovery",6944.618
2018,"Josephine","ScrapMetal","production","production","Production",9947.95188429752
2018,"Josephine","TinnedCan","endOfLife","landfilling","Disposal",492.270645275814
2018,"Josephine","TinnedCan","endOfLife","recycling","Recovery",80.232
2018,"Josephine","TinnedCan","endOfLifeTransport","landfilling","Disposal",492.270645275814
2018,"Josephine","TinnedCan","endOfLifeTransport","recycling","Recovery",80.232
2018,"Josephine","TinnedCan","production","production","Production",572.502645275814
2018,"Klamath","Aluminum","endOfLife","landfilling","Disposal",238.062109494635
2018,"Klamath","Aluminum","endOfLife","recycling","Recovery",430.35
2018,"Klamath","Aluminum","endOfLifeTransport","landfilling","Disposal",238.062109494635
2018,"Klamath","Aluminum","endOfLifeTransport","recycling","Recovery",430.35
2018,"Klamath","Aluminum","production","production","Production",668.412427469215
2018,"Klamath","Cardboard","endOfLife","combustion","Disposal",0.00278230716446814
2018,"Klamath","Cardboard","endOfLife","landfilling","Disposal",2083.0656111631
2018,"Klamath","Cardboard","endOfLife","recycling","Recovery",3208.512
2018,"Klamath","Cardboard","endOfLifeTransport","combustion","Disposal",0.00278230716446814
2018,"Klamath","Cardboard","endOfLifeTransport","landfilling","Disposal",2083.0656111631
2018,"Klamath","Cardboard","endOfLifeTransport","recycling","Recovery",3208.512
2018,"Klamath","Cardboard","production","production","Production",5291.58039347027
2018,"Klamath","Carpeting","endOfLife","combustion","Disposal",0.00205816749850641
2018,"Klamath","Carpeting","endOfLife","landfilling","Disposal",1540.91467430479
2018,"Klamath","Carpeting","endOfLife","recycling",NA,0
2018,"Klamath","Carpeting","endOfLifeTransport","combustion","Disposal",0.00205816749850641
2018,"Klamath","Carpeting","endOfLifeTransport","landfilling","Disposal",1540.91467430479
2018,"Klamath","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Klamath","Carpeting","production","production","Production",1540.91673247229
2018,"Klamath","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Klamath","FoodWaste","endOfLife","combustion","Disposal",0.0128494725970022
2018,"Klamath","FoodWaste","endOfLife","composting",NA,0
2018,"Klamath","FoodWaste","endOfLife","landfilling","Disposal",9620.17955106498
2018,"Klamath","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Klamath","FoodWaste","endOfLifeTransport","combustion","Disposal",0.0128494725970022
2018,"Klamath","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Klamath","FoodWaste","endOfLifeTransport","landfilling","Disposal",9620.17955106498
2018,"Klamath","FoodWaste","production","production","Production",9620.19240053757
2018,"Klamath","Glass","endOfLife","landfilling","Disposal",1003.25145640828
2018,"Klamath","Glass","endOfLife","recycling","Recovery",1268.137
2018,"Klamath","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Klamath","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Klamath","Glass","endOfLife","reuseContainer",NA,0
2018,"Klamath","Glass","endOfLife","useAsAggregate",NA,0
2018,"Klamath","Glass","endOfLifeTransport","landfilling","Disposal",1003.25145640828
2018,"Klamath","Glass","endOfLifeTransport","recycling","Recovery",1268.137
2018,"Klamath","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Klamath","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Klamath","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Klamath","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Klamath","Glass","production","production","Production",2271.38979643027
2018,"Klamath","PaperFiber","endOfLife","combustion","Disposal",0.0106527919983547
2018,"Klamath","PaperFiber","endOfLife","landfilling","Disposal",7975.56249648948
2018,"Klamath","PaperFiber","endOfLife","recycling","Recovery",1398.492
2018,"Klamath","PaperFiber","endOfLifeTransport","combustion","Disposal",0.0106527919983547
2018,"Klamath","PaperFiber","endOfLifeTransport","landfilling","Disposal",7975.56249648948
2018,"Klamath","PaperFiber","endOfLifeTransport","recycling","Recovery",1398.492
2018,"Klamath","PaperFiber","production","production","Production",9374.06514928148
2018,"Klamath","PlasticFilm","endOfLife","combustion","Disposal",0.00414155311768658
2018,"Klamath","PlasticFilm","endOfLife","landfilling","Disposal",3100.70972264754
2018,"Klamath","PlasticFilm","endOfLife","recycling","Recovery",39.103
2018,"Klamath","PlasticFilm","endOfLifeTransport","combustion","Disposal",0.00414155311768658
2018,"Klamath","PlasticFilm","endOfLifeTransport","landfilling","Disposal",3100.70972264754
2018,"Klamath","PlasticFilm","endOfLifeTransport","recycling","Recovery",39.103
2018,"Klamath","PlasticFilm","production","production","Production",3139.81686420066
2018,"Klamath","ScrapMetal","endOfLife","landfilling","Disposal",2510.86415286994
2018,"Klamath","ScrapMetal","endOfLife","recycling","Recovery",4592.293
2018,"Klamath","ScrapMetal","endOfLifeTransport","landfilling","Disposal",2510.86415286994
2018,"Klamath","ScrapMetal","endOfLifeTransport","recycling","Recovery",4592.293
2018,"Klamath","ScrapMetal","production","production","Production",7103.16050657867
2018,"Klamath","TinnedCan","endOfLife","landfilling","Disposal",411.550884567168
2018,"Klamath","TinnedCan","endOfLife","recycling","Recovery",181.186
2018,"Klamath","TinnedCan","endOfLifeTransport","landfilling","Disposal",411.550884567168
2018,"Klamath","TinnedCan","endOfLifeTransport","recycling","Recovery",181.186
2018,"Klamath","TinnedCan","production","production","Production",592.737434267076
2018,"Lake","Aluminum","endOfLife","landfilling","Disposal",22.8470035318098
2018,"Lake","Aluminum","endOfLife","recycling","Recovery",34.993
2018,"Lake","Aluminum","endOfLifeTransport","landfilling","Disposal",22.8470035318098
2018,"Lake","Aluminum","endOfLifeTransport","recycling","Recovery",34.993
2018,"Lake","Aluminum","production","production","Production",57.8403215063898
2018,"Lake","Cardboard","endOfLife","combustion","Disposal",0.00278230716456576
2018,"Lake","Cardboard","endOfLife","landfilling","Disposal",199.913406951926
2018,"Lake","Cardboard","endOfLife","recycling","Recovery",212.405
2018,"Lake","Cardboard","endOfLifeTransport","combustion","Disposal",0.00278230716456576
2018,"Lake","Cardboard","endOfLifeTransport","landfilling","Disposal",199.913406951926
2018,"Lake","Cardboard","endOfLifeTransport","recycling","Recovery",212.405
2018,"Lake","Cardboard","production","production","Production",412.32118925909
2018,"Lake","Carpeting","endOfLife","combustion","Disposal",0.00205816749857863
2018,"Lake","Carpeting","endOfLife","landfilling","Disposal",147.882765051498
2018,"Lake","Carpeting","endOfLife","recycling",NA,0
2018,"Lake","Carpeting","endOfLifeTransport","combustion","Disposal",0.00205816749857863
2018,"Lake","Carpeting","endOfLifeTransport","landfilling","Disposal",147.882765051498
2018,"Lake","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Lake","Carpeting","production","production","Production",147.884823218996
2018,"Lake","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Lake","FoodWaste","endOfLife","combustion","Disposal",0.012849472597453
2018,"Lake","FoodWaste","endOfLife","composting",NA,0
2018,"Lake","FoodWaste","endOfLife","landfilling","Disposal",923.256021911286
2018,"Lake","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Lake","FoodWaste","endOfLifeTransport","combustion","Disposal",0.012849472597453
2018,"Lake","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Lake","FoodWaste","endOfLifeTransport","landfilling","Disposal",923.256021911286
2018,"Lake","FoodWaste","production","production","Production",923.268871383883
2018,"Lake","Glass","endOfLife","landfilling","Disposal",96.282812987381
2018,"Lake","Glass","endOfLife","recycling","Recovery",86.282
2018,"Lake","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Lake","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Lake","Glass","endOfLife","reuseContainer",NA,0
