"year","wasteshed","material","LCstage","disposition","umbDisp","tons"
2018,"Crook","PlasticFilm","endOfLifeTransport","recycling","Recovery",25.955
2018,"Crook","PlasticFilm","production","production","Production",1082.01533565194
2018,"Crook","ScrapMetal","endOfLife","landfilling","Disposal",855.166809291703
2018,"Crook","ScrapMetal","endOfLife","recycling","Recovery",2542.76
2018,"Crook","ScrapMetal","endOfLifeTransport","landfilling","Disposal",855.166809291703
2018,"Crook","ScrapMetal","endOfLifeTransport","recycling","Recovery",2542.76
2018,"Crook","ScrapMetal","production","production","Production",3397.9268092917
2018,"Crook","TinnedCan","endOfLife","landfilling","Disposal",140.168736892519
2018,"Crook","TinnedCan","endOfLife","recycling","Recovery",8.717
2018,"Crook","TinnedCan","endOfLifeTransport","landfilling","Disposal",140.168736892519
2018,"Crook","TinnedCan","endOfLifeTransport","recycling","Recovery",8.717
2018,"Crook","TinnedCan","production","production","Production",148.885736892519
2018,"Curry","Aluminum","endOfLife","landfilling","Disposal",71.1316908208582
2018,"Curry","Aluminum","endOfLife","recycling","Recovery",114.887
2018,"Curry","Aluminum","endOfLifeTransport","landfilling","Disposal",71.1316908208582
2018,"Curry","Aluminum","endOfLifeTransport","recycling","Recovery",114.887
2018,"Curry","Aluminum","production","production","Production",186.018690820858
2018,"Curry","Cardboard","endOfLife","combustion",NA,0
2018,"Curry","Cardboard","endOfLife","landfilling","Disposal",622.408913906374
2018,"Curry","Cardboard","endOfLife","recycling","Recovery",1869.592
2018,"Curry","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Curry","Cardboard","endOfLifeTransport","landfilling","Disposal",622.408913906374
2018,"Curry","Cardboard","endOfLifeTransport","recycling","Recovery",1869.592
2018,"Curry","Cardboard","production","production","Production",2492.00091390637
2018,"Curry","Carpeting","endOfLife","combustion",NA,0
2018,"Curry","Carpeting","endOfLife","landfilling","Disposal",460.417100506462
2018,"Curry","Carpeting","endOfLife","recycling",NA,0
2018,"Curry","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Curry","Carpeting","endOfLifeTransport","landfilling","Disposal",460.417100506462
2018,"Curry","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Curry","Carpeting","production","production","Production",460.417100506462
2018,"Curry","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Curry","FoodWaste","endOfLife","combustion",NA,0
2018,"Curry","FoodWaste","endOfLife","composting",NA,0
2018,"Curry","FoodWaste","endOfLife","landfilling","Disposal",2874.45842986164
2018,"Curry","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Curry","FoodWaste","endOfLifeTransport","combustion",NA,0
2018,"Curry","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Curry","FoodWaste","endOfLifeTransport","landfilling","Disposal",2874.45842986164
2018,"Curry","FoodWaste","production","production","Production",2874.45842986164
2018,"Curry","Glass","endOfLife","landfilling","Disposal",299.766193638716
2018,"Curry","Glass","endOfLife","recycling","Recovery",698.789
2018,"Curry","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Curry","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Curry","Glass","endOfLife","reuseContainer",NA,0
2018,"Curry","Glass","endOfLife","useAsAggregate",NA,0
2018,"Curry","Glass","endOfLifeTransport","landfilling","Disposal",299.766193638716
2018,"Curry","Glass","endOfLifeTransport","recycling","Recovery",698.789
2018,"Curry","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Curry","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Curry","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Curry","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Curry","Glass","production","production","Production",998.555193638716
2018,"Curry","PaperFiber","endOfLife","combustion",NA,0
2018,"Curry","PaperFiber","endOfLife","landfilling","Disposal",2383.05561026505
2018,"Curry","PaperFiber","endOfLife","recycling","Recovery",427.302
2018,"Curry","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Curry","PaperFiber","endOfLifeTransport","landfilling","Disposal",2383.05561026505
2018,"Curry","PaperFiber","endOfLifeTransport","recycling","Recovery",427.302
2018,"Curry","PaperFiber","production","production","Production",2810.35761026505
2018,"Curry","PlasticFilm","endOfLife","combustion",NA,0
2018,"Curry","PlasticFilm","endOfLife","landfilling","Disposal",926.475556252116
2018,"Curry","PlasticFilm","endOfLife","recycling",NA,0
2018,"Curry","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Curry","PlasticFilm","endOfLifeTransport","landfilling","Disposal",926.475556252116
2018,"Curry","PlasticFilm","endOfLifeTransport","recycling",NA,0
2018,"Curry","PlasticFilm","production","production","Production",926.475556252116
2018,"Curry","ScrapMetal","endOfLife","landfilling","Disposal",750.232840472859
2018,"Curry","ScrapMetal","endOfLife","recycling","Recovery",2650.688
2018,"Curry","ScrapMetal","endOfLifeTransport","landfilling","Disposal",750.232840472859
2018,"Curry","ScrapMetal","endOfLifeTransport","recycling","Recovery",2650.688
2018,"Curry","ScrapMetal","production","production","Production",3400.92084047286
2018,"Curry","TinnedCan","endOfLife","landfilling","Disposal",122.969213119328
2018,"Curry","TinnedCan","endOfLife","recycling","Recovery",18.961
2018,"Curry","TinnedCan","endOfLifeTransport","landfilling","Disposal",122.969213119328
2018,"Curry","TinnedCan","endOfLifeTransport","recycling","Recovery",18.961
2018,"Curry","TinnedCan","production","production","Production",141.930213119328
2018,"Deschutes","Aluminum","endOfLife","landfilling","Disposal",635.917938462039
2018,"Deschutes","Aluminum","endOfLife","recycling","Recovery",930.16
2018,"Deschutes","Aluminum","endOfLifeTransport","landfilling","Disposal",635.917938462039
2018,"Deschutes","Aluminum","endOfLifeTransport","recycling","Recovery",930.16
2018,"Deschutes","Aluminum","production","production","Production",1566.07811511458
2018,"Deschutes","Cardboard","endOfLife","combustion","Disposal",0.00154572620238494
2018,"Deschutes","Cardboard","endOfLife","landfilling","Disposal",5564.34113746212
2018,"Deschutes","Cardboard","endOfLife","recycling","Recovery",15442.392
2018,"Deschutes","Cardboard","endOfLifeTransport","combustion","Disposal",0.00154572620238494
2018,"Deschutes","Cardboard","endOfLifeTransport","landfilling","Disposal",5564.34113746212
2018,"Deschutes","Cardboard","endOfLifeTransport","recycling","Recovery",15442.392
2018,"Deschutes","Cardboard","production","production","Production",21006.7346831883
2018,"Deschutes","Carpeting","endOfLife","combustion","Disposal",0.0011434263879871
2018,"Deschutes","Carpeting","endOfLife","landfilling","Disposal",4116.13290796236
2018,"Deschutes","Carpeting","endOfLife","recycling",NA,0
2018,"Deschutes","Carpeting","endOfLifeTransport","combustion","Disposal",0.0011434263879871
2018,"Deschutes","Carpeting","endOfLifeTransport","landfilling","Disposal",4116.13290796236
2018,"Deschutes","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Deschutes","Carpeting","production","production","Production",4116.13405138875
2018,"Deschutes","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Deschutes","FoodWaste","endOfLife","combustion","Disposal",0.00713859588677384
2018,"Deschutes","FoodWaste","endOfLife","combustion","Recovery",23.198
2018,"Deschutes","FoodWaste","endOfLife","composting","Recovery",816.707
2018,"Deschutes","FoodWaste","endOfLife","landfilling","Disposal",25697.6835193749
2018,"Deschutes","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Deschutes","FoodWaste","endOfLifeTransport","combustion","Disposal",0.00713859588677384
2018,"Deschutes","FoodWaste","endOfLifeTransport","combustion","Recovery",23.198
2018,"Deschutes","FoodWaste","endOfLifeTransport","composting","Recovery",816.707
2018,"Deschutes","FoodWaste","endOfLifeTransport","landfilling","Disposal",25697.6835193749
2018,"Deschutes","FoodWaste","production","production","Production",26537.5956579708
2018,"Deschutes","Glass","endOfLife","landfilling","Disposal",2679.91239459538
2018,"Deschutes","Glass","endOfLife","recycling","Recovery",7196.347
2018,"Deschutes","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Deschutes","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Deschutes","Glass","endOfLife","reuseContainer",NA,0
2018,"Deschutes","Glass","endOfLife","useAsAggregate",NA,0
2018,"Deschutes","Glass","endOfLifeTransport","landfilling","Disposal",2679.91239459538
2018,"Deschutes","Glass","endOfLifeTransport","recycling","Recovery",7196.347
2018,"Deschutes","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Deschutes","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Deschutes","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Deschutes","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Deschutes","Glass","production","production","Production",9876.26013905204
2018,"Deschutes","PaperFiber","endOfLife","combustion","Disposal",0.00591821777649095
2018,"Deschutes","PaperFiber","endOfLife","landfilling","Disposal",21304.538011569
2018,"Deschutes","PaperFiber","endOfLife","recycling","Recovery",8348.114
2018,"Deschutes","PaperFiber","endOfLifeTransport","combustion","Disposal",0.00591821777649095
2018,"Deschutes","PaperFiber","endOfLifeTransport","landfilling","Disposal",21304.538011569
2018,"Deschutes","PaperFiber","endOfLifeTransport","recycling","Recovery",8348.114
2018,"Deschutes","PaperFiber","production","production","Production",29652.6579297868
2018,"Deschutes","PlasticFilm","endOfLife","combustion","Disposal",0.0023008628430143
2018,"Deschutes","PlasticFilm","endOfLife","landfilling","Disposal",8282.69958113457
2018,"Deschutes","PlasticFilm","endOfLife","recycling","Recovery",86.943
2018,"Deschutes","PlasticFilm","endOfLifeTransport","combustion","Disposal",0.0023008628430143
2018,"Deschutes","PlasticFilm","endOfLifeTransport","landfilling","Disposal",8282.69958113457
2018,"Deschutes","PlasticFilm","endOfLifeTransport","recycling","Recovery",86.943
2018,"Deschutes","PlasticFilm","production","production","Production",8369.64488199742
2018,"Deschutes","ScrapMetal","endOfLife","landfilling","Disposal",6707.08815964378
2018,"Deschutes","ScrapMetal","endOfLife","recycling","Recovery",11844.863
2018,"Deschutes","ScrapMetal","endOfLifeTransport","landfilling","Disposal",6707.08815964378
2018,"Deschutes","ScrapMetal","endOfLifeTransport","recycling","Recovery",11844.863
2018,"Deschutes","ScrapMetal","production","production","Production",18551.9530228153
2018,"Deschutes","TinnedCan","endOfLife","landfilling","Disposal",1099.34584147706
2018,"Deschutes","TinnedCan","endOfLife","recycling","Recovery",321.97
2018,"Deschutes","TinnedCan","endOfLifeTransport","landfilling","Disposal",1099.34584147706
2018,"Deschutes","TinnedCan","endOfLifeTransport","recycling","Recovery",321.97
2018,"Deschutes","TinnedCan","production","production","Production",1421.31614686589
2018,"Douglas","Aluminum","endOfLife","landfilling","Disposal",299.374974932895
2018,"Douglas","Aluminum","endOfLife","recycling","Recovery",2882.861
2018,"Douglas","Aluminum","endOfLifeTransport","landfilling","Disposal",299.374974932895
2018,"Douglas","Aluminum","endOfLifeTransport","recycling","Recovery",2882.861
2018,"Douglas","Aluminum","production","production","Production",3182.2360102634
2018,"Douglas","Cardboard","endOfLife","combustion","Disposal",0.000309145240363262
2018,"Douglas","Cardboard","endOfLife","landfilling","Disposal",2619.55888927206
2018,"Douglas","Cardboard","endOfLife","recycling","Recovery",5607.968
2018,"Douglas","Cardboard","endOfLifeTransport","combustion","Disposal",0.000309145240363262
2018,"Douglas","Cardboard","endOfLifeTransport","landfilling","Disposal",2619.55888927206
2018,"Douglas","Cardboard","endOfLifeTransport","recycling","Recovery",5607.968
2018,"Douglas","Cardboard","production","production","Production",8227.52719841731
2018,"Douglas","Carpeting","endOfLife","combustion","Disposal",0.000228685277513293
2018,"Douglas","Carpeting","endOfLife","landfilling","Disposal",1937.77704890968
2018,"Douglas","Carpeting","endOfLife","recycling",NA,0
2018,"Douglas","Carpeting","endOfLifeTransport","combustion","Disposal",0.000228685277513293
2018,"Douglas","Carpeting","endOfLifeTransport","landfilling","Disposal",1937.77704890968
2018,"Douglas","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Douglas","Carpeting","production","production","Production",1937.77727759496
2018,"Douglas","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Douglas","FoodWaste","endOfLife","combustion","Disposal",0.00142771917682955
2018,"Douglas","FoodWaste","endOfLife","composting",NA,0
2018,"Douglas","FoodWaste","endOfLife","landfilling","Disposal",12097.8555472934
2018,"Douglas","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Douglas","FoodWaste","endOfLifeTransport","combustion","Disposal",0.00142771917682955
2018,"Douglas","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Douglas","FoodWaste","endOfLifeTransport","landfilling","Disposal",12097.8555472934
2018,"Douglas","FoodWaste","production","production","Production",12097.8569750125
2018,"Douglas","Glass","endOfLife","landfilling","Disposal",1261.63873894594
2018,"Douglas","Glass","endOfLife","recycling","Recovery",1814.948
2018,"Douglas","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Douglas","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Douglas","Glass","endOfLife","reuseContainer",NA,0
2018,"Douglas","Glass","endOfLife","useAsAggregate",NA,0
2018,"Douglas","Glass","endOfLifeTransport","landfilling","Disposal",1261.63873894594
2018,"Douglas","Glass","endOfLifeTransport","recycling","Recovery",1814.948
2018,"Douglas","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Douglas","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Douglas","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Douglas","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Douglas","Glass","production","production","Production",3076.58688783727
2018,"Douglas","PaperFiber","endOfLife","combustion","Disposal",0.00118364355486276
2018,"Douglas","PaperFiber","endOfLife","landfilling","Disposal",10029.6675835181
2018,"Douglas","PaperFiber","endOfLife","recycling","Recovery",1594.155
2018,"Douglas","PaperFiber","endOfLifeTransport","combustion","Disposal",0.00118364355486276
2018,"Douglas","PaperFiber","endOfLifeTransport","landfilling","Disposal",10029.6675835181
2018,"Douglas","PaperFiber","endOfLifeTransport","recycling","Recovery",1594.155
2018,"Douglas","PaperFiber","production","production","Production",11623.8237671617
2018,"Douglas","PlasticFilm","endOfLife","combustion","Disposal",0.000460172568433574
2018,"Douglas","PlasticFilm","endOfLife","landfilling","Disposal",3899.29710974317
2018,"Douglas","PlasticFilm","endOfLife","recycling","Recovery",80.383
2018,"Douglas","PlasticFilm","endOfLifeTransport","combustion","Disposal",0.000460172568433574
2018,"Douglas","PlasticFilm","endOfLifeTransport","landfilling","Disposal",3899.29710974317
2018,"Douglas","PlasticFilm","endOfLifeTransport","recycling","Recovery",80.383
2018,"Douglas","PlasticFilm","production","production","Production",3979.68056991574
2018,"Douglas","ScrapMetal","endOfLife","landfilling","Disposal",3157.53688993621
2018,"Douglas","ScrapMetal","endOfLife","recycling","Recovery",7529.532
2018,"Douglas","ScrapMetal","endOfLifeTransport","landfilling","Disposal",3157.53688993621
2018,"Douglas","ScrapMetal","endOfLifeTransport","recycling","Recovery",7529.532
2018,"Douglas","ScrapMetal","production","production","Production",10687.0692625705
2018,"Douglas","TinnedCan","endOfLife","landfilling","Disposal",517.545761534486
2018,"Douglas","TinnedCan","endOfLife","recycling","Recovery",82.217
2018,"Douglas","TinnedCan","endOfLifeTransport","landfilling","Disposal",517.545761534486
2018,"Douglas","TinnedCan","endOfLifeTransport","recycling","Recovery",82.217
2018,"Douglas","TinnedCan","production","production","Production",599.762822612253
2018,"Gilliam","Aluminum","endOfLife","landfilling","Disposal",13.9410337057265
2018,"Gilliam","Aluminum","endOfLife","recycling","Recovery",2.992
2018,"Gilliam","Aluminum","endOfLifeTransport","landfilling","Disposal",13.9410337057265
2018,"Gilliam","Aluminum","endOfLifeTransport","recycling","Recovery",2.992
2018,"Gilliam","Aluminum","production","production","Production",16.9330337057265
2018,"Gilliam","Cardboard","endOfLife","combustion",NA,0
2018,"Gilliam","Cardboard","endOfLife","landfilling","Disposal",121.985342220615
2018,"Gilliam","Cardboard","endOfLife","recycling","Recovery",39.963
2018,"Gilliam","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Gilliam","Cardboard","endOfLifeTransport","landfilling","Disposal",121.985342220615
2018,"Gilliam","Cardboard","endOfLifeTransport","recycling","Recovery",39.963
2018,"Gilliam","Cardboard","production","production","Production",161.948342220615
2018,"Gilliam","Carpeting","endOfLife","combustion",NA,0
2018,"Gilliam","Carpeting","endOfLife","landfilling","Disposal",90.2367178789356
2018,"Gilliam","Carpeting","endOfLife","recycling",NA,0
2018,"Gilliam","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Gilliam","Carpeting","endOfLifeTransport","landfilling","Disposal",90.2367178789356
2018,"Gilliam","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Gilliam","Carpeting","production","production","Production",90.2367178789356
2018,"Gilliam","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Gilliam","FoodWaste","endOfLife","combustion",NA,0
2018,"Gilliam","FoodWaste","endOfLife","composting",NA,0
2018,"Gilliam","FoodWaste","endOfLife","landfilling","Disposal",563.362425298346
2018,"Gilliam","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Gilliam","FoodWaste","endOfLifeTransport","combustion",NA,0
2018,"Gilliam","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Gilliam","FoodWaste","endOfLifeTransport","landfilling","Disposal",563.362425298346
2018,"Gilliam","FoodWaste","production","production","Production",563.362425298346
2018,"Gilliam","Glass","endOfLife","landfilling","Disposal",58.7508965571958
2018,"Gilliam","Glass","endOfLife","recycling","Recovery",9.148
2018,"Gilliam","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Gilliam","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Gilliam","Glass","endOfLife","reuseContainer",NA,0
2018,"Gilliam","Glass","endOfLife","useAsAggregate",NA,0
2018,"Gilliam","Glass","endOfLifeTransport","landfilling","Disposal",58.7508965571958
2018,"Gilliam","Glass","endOfLifeTransport","recycling","Recovery",9.148
2018,"Gilliam","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Gilliam","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Gilliam","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Gilliam","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Gilliam","Glass","production","production","Production",67.8988965571958
2018,"Gilliam","PaperFiber","endOfLife","combustion",NA,0
2018,"Gilliam","PaperFiber","endOfLife","landfilling","Disposal",467.052845250008
2018,"Gilliam","PaperFiber","endOfLife","recycling",NA,0
2018,"Gilliam","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Gilliam","PaperFiber","endOfLifeTransport","landfilling","Disposal",467.052845250008
2018,"Gilliam","PaperFiber","endOfLifeTransport","recycling",NA,0
2018,"Gilliam","PaperFiber","production","production","Production",467.052845250008
2018,"Gilliam","PlasticFilm","endOfLife","combustion",NA,0
2018,"Gilliam","PlasticFilm","endOfLife","landfilling","Disposal",181.579079706834
2018,"Gilliam","PlasticFilm","endOfLife","recycling",NA,0
2018,"Gilliam","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Gilliam","PlasticFilm","endOfLifeTransport","landfilling","Disposal",181.579079706834
2018,"Gilliam","PlasticFilm","endOfLifeTransport","recycling",NA,0
2018,"Gilliam","PlasticFilm","production","production","Production",181.579079706834
2018,"Gilliam","ScrapMetal","endOfLife","landfilling","Disposal",147.0374343064
2018,"Gilliam","ScrapMetal","endOfLife","recycling","Recovery",90.886
2018,"Gilliam","ScrapMetal","endOfLifeTransport","landfilling","Disposal",147.0374343064
2018,"Gilliam","ScrapMetal","endOfLifeTransport","recycling","Recovery",90.886
2018,"Gilliam","ScrapMetal","production","production","Production",237.9234343064
2018,"Gilliam","TinnedCan","endOfLife","landfilling","Disposal",24.100621327569
2018,"Gilliam","TinnedCan","endOfLife","recycling","Recovery",0.7
2018,"Gilliam","TinnedCan","endOfLifeTransport","landfilling","Disposal",24.100621327569
2018,"Gilliam","TinnedCan","endOfLifeTransport","recycling","Recovery",0.7
2018,"Gilliam","TinnedCan","production","production","Production",24.800621327569
2018,"Grant","Aluminum","endOfLife","landfilling","Disposal",15.0366999143943
2018,"Grant","Aluminum","endOfLife","recycling","Recovery",48.657
2018,"Grant","Aluminum","endOfLifeTransport","landfilling","Disposal",15.0366999143943
2018,"Grant","Aluminum","endOfLifeTransport","recycling","Recovery",48.657
2018,"Grant","Aluminum","production","production","Production",63.6936999143943
2018,"Grant","Cardboard","endOfLife","combustion",NA,0
2018,"Grant","Cardboard","endOfLife","landfilling","Disposal",131.572523504669
2018,"Grant","Cardboard","endOfLife","recycling","Recovery",392.088
2018,"Grant","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Grant","Cardboard","endOfLifeTransport","landfilling","Disposal",131.572523504669
2018,"Grant","Cardboard","endOfLifeTransport","recycling","Recovery",392.088
2018,"Grant","Cardboard","production","production","Production",523.660523504669
2018,"Grant","Carpeting","endOfLife","combustion",NA,0
2018,"Grant","Carpeting","endOfLife","landfilling","Disposal",97.3286828399286
2018,"Grant","Carpeting","endOfLife","recycling",NA,0
2018,"Grant","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Grant","Carpeting","endOfLifeTransport","landfilling","Disposal",97.3286828399286
2018,"Grant","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Grant","Carpeting","production","production","Production",97.3286828399286
2018,"Grant","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Grant","FoodWaste","endOfLife","combustion",NA,0
2018,"Grant","FoodWaste","endOfLife","composting",NA,0
2018,"Grant","FoodWaste","endOfLife","landfilling","Disposal",607.638709658734
2018,"Grant","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Grant","FoodWaste","endOfLifeTransport","combustion",NA,0
2018,"Grant","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Grant","FoodWaste","endOfLifeTransport","landfilling","Disposal",607.638709658734
2018,"Grant","FoodWaste","production","production","Production",607.638709658734
2018,"Grant","Glass","endOfLife","landfilling","Disposal",63.368299645477
2018,"Grant","Glass","endOfLife","recycling","Recovery",92.267
2018,"Grant","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Grant","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Grant","Glass","endOfLife","reuseContainer",NA,0
2018,"Grant","Glass","endOfLife","useAsAggregate",NA,0
2018,"Grant","Glass","endOfLifeTransport","landfilling","Disposal",63.368299645477
2018,"Grant","Glass","endOfLifeTransport","recycling","Recovery",92.267
2018,"Grant","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Grant","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Grant","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Grant","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Grant","Glass","production","production","Production",155.635299645477
2018,"Grant","PaperFiber","endOfLife","combustion",NA,0
2018,"Grant","PaperFiber","endOfLife","landfilling","Disposal",503.759880826026
2018,"Grant","PaperFiber","endOfLife","recycling","Recovery",65.276
2018,"Grant","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Grant","PaperFiber","endOfLifeTransport","landfilling","Disposal",503.759880826026
2018,"Grant","PaperFiber","endOfLifeTransport","recycling","Recovery",65.276
2018,"Grant","PaperFiber","production","production","Production",569.035880826026
2018,"Grant","PlasticFilm","endOfLife","combustion",NA,0
2018,"Grant","PlasticFilm","endOfLife","landfilling","Disposal",195.849905388436
2018,"Grant","PlasticFilm","endOfLife","recycling","Recovery",6.923
2018,"Grant","PlasticFilm","endOfLifeTransport","combustion",NA,0
2018,"Grant","PlasticFilm","endOfLifeTransport","landfilling","Disposal",195.849905388436
2018,"Grant","PlasticFilm","endOfLifeTransport","recycling","Recovery",6.923
2018,"Grant","PlasticFilm","production","production","Production",202.772905388436
2018,"Grant","ScrapMetal","endOfLife","landfilling","Disposal",158.593532052046
2018,"Grant","ScrapMetal","endOfLife","recycling","Recovery",10.074
2018,"Grant","ScrapMetal","endOfLifeTransport","landfilling","Disposal",158.593532052046
2018,"Grant","ScrapMetal","endOfLifeTransport","recycling","Recovery",10.074
2018,"Grant","ScrapMetal","production","production","Production",168.667532052046
2018,"Grant","TinnedCan","endOfLife","landfilling","Disposal",25.9947589470532
2018,"Grant","TinnedCan","endOfLife","recycling","Recovery",1.7
2018,"Grant","TinnedCan","endOfLifeTransport","landfilling","Disposal",25.9947589470532
2018,"Grant","TinnedCan","endOfLifeTransport","recycling","Recovery",1.7
2018,"Grant","TinnedCan","production","production","Production",27.6947589470532
2018,"Harney","Aluminum","endOfLife","landfilling","Disposal",16.1872556016746
2018,"Harney","Aluminum","endOfLife","recycling","Recovery",37.307
2018,"Harney","Aluminum","endOfLifeTransport","landfilling","Disposal",16.1872556016746
2018,"Harney","Aluminum","endOfLifeTransport","recycling","Recovery",37.307
2018,"Harney","Aluminum","production","production","Production",53.4942556016746
2018,"Harney","Cardboard","endOfLife","combustion",NA,0
2018,"Harney","Cardboard","endOfLife","landfilling","Disposal",141.639992834373
2018,"Harney","Cardboard","endOfLife","recycling","Recovery",369.404
2018,"Harney","Cardboard","endOfLifeTransport","combustion",NA,0
2018,"Harney","Cardboard","endOfLifeTransport","landfilling","Disposal",141.639992834373
2018,"Harney","Cardboard","endOfLifeTransport","recycling","Recovery",369.404
2018,"Harney","Cardboard","production","production","Production",511.043992834373
2018,"Harney","Carpeting","endOfLife","combustion",NA,0
2018,"Harney","Carpeting","endOfLife","landfilling","Disposal",104.775933248231
2018,"Harney","Carpeting","endOfLife","recycling",NA,0
2018,"Harney","Carpeting","endOfLifeTransport","combustion",NA,0
2018,"Harney","Carpeting","endOfLifeTransport","landfilling","Disposal",104.775933248231
2018,"Harney","Carpeting","endOfLifeTransport","recycling",NA,0
2018,"Harney","Carpeting","production","production","Production",104.775933248231
2018,"Harney","FoodWaste","endOfLife","anaerobicDigestion",NA,0
2018,"Harney","FoodWaste","endOfLife","combustion",NA,0
2018,"Harney","FoodWaste","endOfLife","composting",NA,0
2018,"Harney","FoodWaste","endOfLife","landfilling","Disposal",654.13309853327
2018,"Harney","FoodWaste","endOfLifeTransport","anaerobicDigestion",NA,0
2018,"Harney","FoodWaste","endOfLifeTransport","combustion",NA,0
2018,"Harney","FoodWaste","endOfLifeTransport","composting",NA,0
2018,"Harney","FoodWaste","endOfLifeTransport","landfilling","Disposal",654.13309853327
2018,"Harney","FoodWaste","production","production","Production",654.13309853327
2018,"Harney","Glass","endOfLife","landfilling","Disposal",68.2170203066239
2018,"Harney","Glass","endOfLife","recycling","Recovery",77.134
2018,"Harney","Glass","endOfLife","recyclingPozzolan",NA,0
2018,"Harney","Glass","endOfLife","recyclingToFiberglass",NA,0
2018,"Harney","Glass","endOfLife","reuseContainer",NA,0
2018,"Harney","Glass","endOfLife","useAsAggregate",NA,0
2018,"Harney","Glass","endOfLifeTransport","landfilling","Disposal",68.2170203066239
2018,"Harney","Glass","endOfLifeTransport","recycling","Recovery",77.134
2018,"Harney","Glass","endOfLifeTransport","recyclingPozzolan",NA,0
2018,"Harney","Glass","endOfLifeTransport","recyclingToFiberglass",NA,0
2018,"Harney","Glass","endOfLifeTransport","reuseContainer",NA,0
2018,"Harney","Glass","endOfLifeTransport","useAsAggregate",NA,0
2018,"Harney","Glass","production","production","Production",145.351020306624
2018,"Harney","PaperFiber","endOfLife","combustion",NA,0
2018,"Harney","PaperFiber","endOfLife","landfilling","Disposal",542.305825029728
2018,"Harney","PaperFiber","endOfLife","recycling","Recovery",97.419
2018,"Harney","PaperFiber","endOfLifeTransport","combustion",NA,0
2018,"Harney","PaperFiber","endOfLifeTransport","landfilling","Disposal",542.305825029728
