"impactCategory","impactUnits","year","wasteshed","material","magnitude","pctOfTotal","datatype"
"Eutrophication","kg N eq.",2018,"Columbia","Cardboard",3059.02518800606,0.00792117626535795,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","Carpeting",837.209944011175,0.00216790877159977,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","Electronics",247284.132046699,0.64032856128417,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","FoodWaste",83023.0184420891,0.214983507079429,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","Glass",1900.09856061203,0.00492019996408445,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","PaperFiber",46695.9388830651,0.120916546950776,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","PlasticFilm",853.153887036343,0.0022091947288264,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","RigidPlastic",370.299189814052,0.000958869238781352,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","ScrapMetal",702.404947862652,0.0018188387017847,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","TinnedCan",91.7998504936409,0.000237710627472021,"impact"
"Eutrophication","kg N eq.",2018,"Columbia","YardDebris",1236.94925379819,0.00320301157017444,"impact"
"Eutrophication","kg N eq.",2018,"Coos","Aluminum",230.863067644735,0.000392228514360058,"impact"
"Eutrophication","kg N eq.",2018,"Coos","Cardboard",4440.854054985,0.00754486027690245,"impact"
"Eutrophication","kg N eq.",2018,"Coos","Carpeting",1324.99281522254,0.00225111781089312,"impact"
"Eutrophication","kg N eq.",2018,"Coos","Electronics",388139.133823854,0.65943521143453,"impact"
"Eutrophication","kg N eq.",2018,"Coos","FoodWaste",131906.700345295,0.224105005787192,"impact"
"Eutrophication","kg N eq.",2018,"Coos","Glass",3242.65295808196,0.00550915729098318,"impact"
"Eutrophication","kg N eq.",2018,"Coos","PaperFiber",53616.0785418908,0.0910918972308717,"impact"
"Eutrophication","kg N eq.",2018,"Coos","PlasticFilm",1349.63776754008,0.00229298874820935,"impact"
"Eutrophication","kg N eq.",2018,"Coos","RigidPlastic",595.485393112619,0.00101170946676972,"impact"
"Eutrophication","kg N eq.",2018,"Coos","ScrapMetal",1721.97751303173,0.00292558133524077,"impact"
"Eutrophication","kg N eq.",2018,"Coos","TinnedCan",155.840982014273,0.000264768537798058,"impact"
"Eutrophication","kg N eq.",2018,"Coos","YardDebris",1869.06240084364,0.00317547356624957,"impact"
"Eutrophication","kg N eq.",2018,"Crook","Aluminum",67.577004112195,0.000241927382850561,"impact"
"Eutrophication","kg N eq.",2018,"Crook","Cardboard",1797.25603266481,0.00643422202578103,"impact"
"Eutrophication","kg N eq.",2018,"Crook","Carpeting",594.186375601058,0.00212720224376865,"impact"
"Eutrophication","kg N eq.",2018,"Crook","Electronics",190777.513364591,0.68298832008601,"impact"
"Eutrophication","kg N eq.",2018,"Crook","FoodWaste",58868.0486922223,0.21074910231273,"impact"
"Eutrophication","kg N eq.",2018,"Crook","Glass",1066.57288866534,0.00381835790094761,"impact"
"Eutrophication","kg N eq.",2018,"Crook","PaperFiber",23564.9477390796,0.0843631085518477,"impact"
"Eutrophication","kg N eq.",2018,"Crook","PlasticFilm",610.310876346685,0.00218492836401341,"impact"
"Eutrophication","kg N eq.",2018,"Crook","RigidPlastic",254.666067592431,0.000911710959118453,"impact"
"Eutrophication","kg N eq.",2018,"Crook","ScrapMetal",803.491562620017,0.00287652010385718,"impact"
"Eutrophication","kg N eq.",2018,"Crook","TinnedCan",67.2917662710919,0.000240906224169518,"impact"
"Eutrophication","kg N eq.",2018,"Crook","YardDebris",855.774361365264,0.00306369384490584,"impact"
"Eutrophication","kg N eq.",2018,"Curry","Aluminum",73.8824021077737,0.000310180029944958,"impact"
"Eutrophication","kg N eq.",2018,"Curry","Cardboard",1936.96335415484,0.00813194122082852,"impact"
"Eutrophication","kg N eq.",2018,"Curry","Carpeting",521.276232302178,0.00218847076884729,"impact"
"Eutrophication","kg N eq.",2018,"Curry","Electronics",158399.516416376,0.665007706079021,"impact"
"Eutrophication","kg N eq.",2018,"Curry","FoodWaste",51644.5948364627,0.216819181778928,"impact"
"Eutrophication","kg N eq.",2018,"Curry","Glass",1738.09757894666,0.00729704427176726,"impact"
"Eutrophication","kg N eq.",2018,"Curry","PaperFiber",21530.6805474712,0.090392122432728,"impact"
"Eutrophication","kg N eq.",2018,"Curry","PlasticFilm",529.127105228406,0.00222143103989803,"impact"
"Eutrophication","kg N eq.",2018,"Curry","RigidPlastic",239.672402187125,0.0010062151576899,"impact"
"Eutrophication","kg N eq.",2018,"Curry","ScrapMetal",780.241828928461,0.00327568442493662,"impact"
"Eutrophication","kg N eq.",2018,"Curry","TinnedCan",62.7025215151739,0.000263243606682282,"impact"
"Eutrophication","kg N eq.",2018,"Curry","YardDebris",735.246112652755,0.00308677918872849,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","Aluminum",629.162621562866,0.000307892034125494,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","Cardboard",16916.0285763451,0.00827816254366513,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","Carpeting",4660.21503251512,0.00228055996438421,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","Electronics",1293284.04965736,0.632891788393175,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","FoodWaste",475474.733247674,0.232682104399737,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","Glass",17171.1412646348,0.00840300652173495,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","PaperFiber",215083.090298845,0.105254775011283,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","PlasticFilm",4754.43727498667,0.00232666931179327,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","RigidPlastic",2136.71921563428,0.00104564194233674,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","ScrapMetal",4848.88837350363,0.00237289065402039,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","TinnedCan",609.987739728685,0.000298508461151346,"impact"
"Eutrophication","kg N eq.",2018,"Deschutes","YardDebris",7883.63973325372,0.00385800076259222,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","Aluminum",1086.8779917591,0.00117571589499266,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","Cardboard",7440.36737540907,0.00804851901885977,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","Carpeting",2193.91765814966,0.00237324141490513,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","Electronics",591956.071452074,0.640340652419678,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","FoodWaste",217358.828005097,0.23512503789773,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","Glass",5378.39650094859,0.00581800929238036,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","PaperFiber",89597.7307067115,0.0969211603748257,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","PlasticFilm",2249.18251170219,0.00243302343942749,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","RigidPlastic",986.102206489712,0.00106670302191035,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","ScrapMetal",2633.18346237125,0.00284841138988474,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","TinnedCan",264.681718465285,0.000286315948867405,"impact"
"Eutrophication","kg N eq.",2018,"Douglas","YardDebris",3293.97129203685,0.00356320988653857,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","Aluminum",8.16603297394255,0.00020193992167721,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","Cardboard",276.832518608409,0.00684586228146182,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","Carpeting",102.164442327411,0.00252645067043276,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","Electronics",25629.426080037,0.633796644190591,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","FoodWaste",10121.7759485986,0.25030399078923,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","Glass",120.824644162014,0.00298790358263442,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","PaperFiber",3801.81440316316,0.094016042459769,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","PlasticFilm",103.703127585991,0.00256450121242726,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","RigidPlastic",41.9733908344267,0.00103797073617972,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","ScrapMetal",76.018105211346,0.00187987120079159,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","TinnedCan",11.3111810894291,0.000279717095260913,"impact"
"Eutrophication","kg N eq.",2018,"Gilliam","YardDebris",143.922883426895,0.00355910585954363,"impact"
"Eutrophication","kg N eq.",2018,"Grant","Aluminum",23.4995030176658,0.000545100753117444,"impact"
"Eutrophication","kg N eq.",2018,"Grant","Cardboard",408.47395685144,0.00947507108304364,"impact"
"Eutrophication","kg N eq.",2018,"Grant","Carpeting",110.193841692506,0.00255608580531827,"impact"
"Eutrophication","kg N eq.",2018,"Grant","Electronics",26546.7924808178,0.615786494006614,"impact"
"Eutrophication","kg N eq.",2018,"Grant","FoodWaste",10917.2756305218,0.253240043575153,"impact"
"Eutrophication","kg N eq.",2018,"Grant","Glass",272.045712761777,0.00631044506759726,"impact"
"Eutrophication","kg N eq.",2018,"Grant","PaperFiber",4426.3905989867,0.102675739452267,"impact"
"Eutrophication","kg N eq.",2018,"Grant","PlasticFilm",113.767394174218,0.0026389788838494,"impact"
"Eutrophication","kg N eq.",2018,"Grant","RigidPlastic",57.9924285711484,0.00134520787377837,"impact"
"Eutrophication","kg N eq.",2018,"Grant","ScrapMetal",66.2121575232013,0.00153587490357968,"impact"
"Eutrophication","kg N eq.",2018,"Grant","TinnedCan",12.5065212445975,0.000290104609624487,"impact"
"Eutrophication","kg N eq.",2018,"Grant","YardDebris",155.234199599964,0.00360085398605715,"impact"
"Eutrophication","kg N eq.",2018,"Harney","Aluminum",20.4230854378245,0.000375367282957322,"impact"
"Eutrophication","kg N eq.",2018,"Harney","Cardboard",423.140008529703,0.00777712632089206,"impact"
"Eutrophication","kg N eq.",2018,"Harney","Carpeting",118.625489060903,0.00218028405423044,"impact"
"Eutrophication","kg N eq.",2018,"Harney","Electronics",36462.8447382917,0.670170969023042,"impact"
"Eutrophication","kg N eq.",2018,"Harney","FoodWaste",11752.6273790979,0.216008096344317,"impact"
"Eutrophication","kg N eq.",2018,"Harney","Glass",254.690621731086,0.00468110104934724,"impact"
"Eutrophication","kg N eq.",2018,"Harney","PaperFiber",4900.5747767714,0.0900703982503542,"impact"
"Eutrophication","kg N eq.",2018,"Harney","PlasticFilm",123.363033599079,0.00226735802875785,"impact"
"Eutrophication","kg N eq.",2018,"Harney","RigidPlastic",54.1357767710044,0.000994991648014208,"impact"
"Eutrophication","kg N eq.",2018,"Harney","ScrapMetal",116.610001646842,0.00214324028644354,"impact"
"Eutrophication","kg N eq.",2018,"Harney","TinnedCan",14.1254623117436,0.000259619753568441,"impact"
"Eutrophication","kg N eq.",2018,"Harney","YardDebris",167.112177628852,0.00307144795807627,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","Aluminum",123.22855345646,0.000483070327650318,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","Cardboard",2452.37940607215,0.0096136138093412,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","Carpeting",595.595710815454,0.00233480477617067,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","Electronics",162209.510675079,0.635880234506643,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","FoodWaste",60083.6877410202,0.235535076160325,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","Glass",2274.21091709234,0.00891517251522305,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","PaperFiber",25051.83317763,0.0982061131281129,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","PlasticFilm",629.684013034553,0.00246843490376801,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","RigidPlastic",263.682163578584,0.00103366489001639,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","ScrapMetal",458.841205790192,0.00179871113799003,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","TinnedCan",65.7207063213451,0.000257632847627963,"impact"
"Eutrophication","kg N eq.",2018,"Hood River","YardDebris",886.063129837561,0.00347347099713161,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","Aluminum",598.778044306074,0.000263349343862315,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","Cardboard",18631.4969732339,0.00819434271134659,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","Carpeting",5053.78863545971,0.00222271329722775,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","Electronics",1493312.0560814,0.656775501190051,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","FoodWaste",502837.770782902,0.221153728437606,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","Glass",13819.7698207655,0.00607809078712054,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","PaperFiber",217797.76310358,0.0957899150669074,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","PlasticFilm",5213.83683079131,0.00229310430041788,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","RigidPlastic",2245.66429044867,0.00098766850763551,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","ScrapMetal",4663.44776931718,0.00205103697749827,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","TinnedCan",793.6794546504,0.000349069184494583,"impact"
"Eutrophication","kg N eq.",2018,"Jackson","YardDebris",8734.38287396527,0.00384148019583232,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","Aluminum",64.8764314269465,0.000357686316100742,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","Cardboard",1298.60083886406,0.0071596377902144,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","Carpeting",415.205037374197,0.00228916968733213,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","Electronics",119823.353855033,0.66062779780826,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","FoodWaste",41135.7727847571,0.226795813267028,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","Glass",802.853183495311,0.0044264086550068,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","PaperFiber",15887.5446277582,0.0875935556996222,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","PlasticFilm",427.601232166656,0.00235751421787208,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","RigidPlastic",179.566589855948,0.000990013023337615,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","ScrapMetal",709.696951330684,0.00391280596799231,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","TinnedCan",45.4518687848824,0.000250591950697312,"impact"
"Eutrophication","kg N eq.",2018,"Jefferson","YardDebris",587.484385937537,0.00323900561653618,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","Aluminum",320.361214376854,0.000328867561269754,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","Cardboard",7853.68621282582,0.00806222013115369,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","Carpeting",2086.77424806588,0.00214218303303926,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","Electronics",658636.180348153,0.676124526548718,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","FoodWaste",207401.251002483,0.212908244071167,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","Glass",5337.76415555776,0.00547949440098707,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","PaperFiber",83075.8423282336,0.0852817021562979,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","PlasticFilm",2127.80574391326,0.0021843040120124,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","RigidPlastic",905.701810545928,0.000929750332764877,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","ScrapMetal",2465.61947118512,0.00253108749161507,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","TinnedCan",252.413775594967,0.000259115957505264,"impact"
"Eutrophication","kg N eq.",2018,"Josephine","YardDebris",3671.02979200123,0.00376850430347002,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","Aluminum",262.095201877907,0.000322749077390944,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","Cardboard",5522.68409877766,0.00680073952071983,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","Carpeting",1744.59850687227,0.00214833218798465,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","Electronics",548630.196894722,0.675593786562596,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","FoodWaste",172843.30015494,0.212842567351536,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","Glass",3975.71199706871,0.00489576829271286,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","PaperFiber",71900.8507118654,0.0885400917857651,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","PlasticFilm",1781.682376692,0.00219399797921107,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","RigidPlastic",776.981165227995,0.000956789565130205,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","ScrapMetal",1843.58582522484,0.00227022707748582,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","TinnedCan",248.01855308466,0.000305414821066429,"impact"
"Eutrophication","kg N eq.",2018,"Klamath","YardDebris",2541.40559674012,0.00312953577840067,"impact"
"Eutrophication","kg N eq.",2018,"Lake","Aluminum",23.1135107738959,0.000371340193913881,"impact"
"Eutrophication","kg N eq.",2018,"Lake","Cardboard",499.944643808121,0.00803207884747582,"impact"
"Eutrophication","kg N eq.",2018,"Lake","Carpeting",167.432010811435,0.00268995203585983,"impact"
"Eutrophication","kg N eq.",2018,"Lake","Electronics",37659.1034252246,0.605028760249591,"impact"
"Eutrophication","kg N eq.",2018,"Lake","FoodWaste",16588.0948888611,0.266503277366602,"impact"
"Eutrophication","kg N eq.",2018,"Lake","Glass",320.627419547213,0.00515117972831873,"impact"
"Eutrophication","kg N eq.",2018,"Lake","PaperFiber",6373.30163245321,0.102393058640823,"impact"
"Eutrophication","kg N eq.",2018,"Lake","PlasticFilm",171.03013664742,0.00274775929667501,"impact"
"Eutrophication","kg N eq.",2018,"Lake","RigidPlastic",73.4028489093654,0.00117928550164777,"impact"
"Eutrophication","kg N eq.",2018,"Lake","ScrapMetal",99.3138959045701,0.0015955707345505,"impact"
"Eutrophication","kg N eq.",2018,"Lake","TinnedCan",18.1652051141877,0.000291841029931556,"impact"
"Eutrophication","kg N eq.",2018,"Lake","YardDebris",249.963418026701,0.00401589637461059,"impact"
"Eutrophication","kg N eq.",2018,"Lane","Aluminum",1454.9162089455,0.000352405483991597,"impact"
"Eutrophication","kg N eq.",2018,"Lane","Cardboard",28224.2561006225,0.00683639550531343,"impact"
"Eutrophication","kg N eq.",2018,"Lane","Carpeting",9605.8089864178,0.00232669052978858,"impact"
"Eutrophication","kg N eq.",2018,"Lane","Electronics",2772029.04717678,0.671432644713695,"impact"
"Eutrophication","kg N eq.",2018,"Lane","FoodWaste",881421.377689376,0.213495268865206,"impact"
"Eutrophication","kg N eq.",2018,"Lane","Glass",22075.7165687081,0.00534711451699024,"impact"
"Eutrophication","kg N eq.",2018,"Lane","PaperFiber",367013.008027829,0.0888968010185279,"impact"
"Eutrophication","kg N eq.",2018,"Lane","PlasticFilm",7032.49285973691,0.00170338953863141,"impact"
"Eutrophication","kg N eq.",2018,"Lane","RigidPlastic",2863.13056881507,0.000693498984773637,"impact"
"Eutrophication","kg N eq.",2018,"Lane","ScrapMetal",21476.805808447,0.00520204813100877,"impact"
"Eutrophication","kg N eq.",2018,"Lane","TinnedCan",952.219772565331,0.000230643845847637,"impact"
"Eutrophication","kg N eq.",2018,"Lane","YardDebris",14380.0741703368,0.00348309886622649,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","Aluminum",182.082432032847,0.000291807370595367,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","Cardboard",5026.32824166661,0.00805525064430914,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","Carpeting",1503.86358277663,0.0024101088332619,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","Electronics",390560.541359902,0.625916752979093,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","FoodWaste",150328.493577046,0.240918148700731,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","Glass",3701.24848079765,0.00593166279164605,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","PaperFiber",66567.6553294744,0.106682079383081,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","PlasticFilm",1529.53440146649,0.00245124917843024,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","RigidPlastic",687.688746837565,0.00110209778484556,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","ScrapMetal",1426.44525380792,0.00228603734124574,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","TinnedCan",195.422754137579,0.000313186722094663,"impact"
"Eutrophication","kg N eq.",2018,"Lincoln","YardDebris",2272.30282054023,0.00364161827066691,"impact"
"Eutrophication","kg N eq.",2018,"Linn","Aluminum",540.894288577229,0.000427892549080711,"impact"
"Eutrophication","kg N eq.",2018,"Linn","Cardboard",18491.8149132011,0.014628569736152,"impact"
"Eutrophication","kg N eq.",2018,"Linn","Carpeting",2861.21245867642,0.00226345797738949,"impact"
"Eutrophication","kg N eq.",2018,"Linn","Electronics",794066.345437567,0.628172786927056,"impact"
"Eutrophication","kg N eq.",2018,"Linn","FoodWaste",292246.579313866,0.231191447984524,"impact"
"Eutrophication","kg N eq.",2018,"Linn","Glass",7032.38237033654,0.00556320168672647,"impact"
"Eutrophication","kg N eq.",2018,"Linn","PaperFiber",135890.754468782,0.107500934201205,"impact"
"Eutrophication","kg N eq.",2018,"Linn","PlasticFilm",3094.89084546532,0.00244831709441065,"impact"
"Eutrophication","kg N eq.",2018,"Linn","RigidPlastic",1373.00005130738,0.00108615769152826,"impact"
"Eutrophication","kg N eq.",2018,"Linn","ScrapMetal",3399.34088289472,0.00268916249680166,"impact"
"Eutrophication","kg N eq.",2018,"Linn","TinnedCan",383.156273307071,0.000303108607252782,"impact"
"Eutrophication","kg N eq.",2018,"Linn","YardDebris",4708.68502404366,0.00372496304787388,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","Aluminum",134.4564788515,0.000503936372225693,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","Cardboard",2529.51604666254,0.00948050366133452,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","Carpeting",676.705109335154,0.00253625798308746,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","Electronics",164692.364181855,0.617259006393728,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","FoodWaste",68639.4036544734,0.257257161312195,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","Glass",1849.89286671926,0.00693330889090352,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","PaperFiber",25742.9099873006,0.0964831801363808,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","PlasticFilm",747.72956719654,0.00280245421208058,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","RigidPlastic",321.390571001075,0.00120455629807695,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","ScrapMetal",407.416578919306,0.00152697761029391,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","TinnedCan",107.085788631845,0.000401352350597103,"impact"
"Eutrophication","kg N eq.",2018,"Malheur","YardDebris",963.540937742437,0.00361130477909616,"impact"
"Eutrophication","kg N eq.",2018,"Marion","Aluminum",1340.29171247674,0.00046079311499109,"impact"
"Eutrophication","kg N eq.",2018,"Marion","Cardboard",28410.5341167082,0.00976755910100112,"impact"
"Eutrophication","kg N eq.",2018,"Marion","Carpeting",8051.598410547,0.0027681444850519,"impact"
"Eutrophication","kg N eq.",2018,"Marion","Electronics",1694490.27275297,0.582566797836177,"impact"
"Eutrophication","kg N eq.",2018,"Marion","FoodWaste",772629.8253249,0.265630609092243,"impact"
"Eutrophication","kg N eq.",2018,"Marion","Glass",19865.1654832529,0.00682965610965861,"impact"
"Eutrophication","kg N eq.",2018,"Marion","PaperFiber",356543.606546273,0.122579911194866,"impact"
"Eutrophication","kg N eq.",2018,"Marion","PlasticFilm",4641.38781843189,0.00159571198629943,"impact"
"Eutrophication","kg N eq.",2018,"Marion","RigidPlastic",2634.59983413283,0.000905777043179429,"impact"
"Eutrophication","kg N eq.",2018,"Marion","ScrapMetal",14154.3437316267,0.00486627207945527,"impact"
"Eutrophication","kg N eq.",2018,"Marion","TinnedCan",518.22893226772,0.000178167425609813,"impact"
"Eutrophication","kg N eq.",2018,"Marion","YardDebris",5382.77260387896,0.00185060053146686,"impact"
"Eutrophication","kg N eq.",2018,"Metro","Aluminum",7017.99118412821,0.000528349783070271,"impact"
"Eutrophication","kg N eq.",2018,"Metro","Cardboard",174452.563114816,0.0131336690884168,"impact"
"Eutrophication","kg N eq.",2018,"Metro","Carpeting",33251.9468024437,0.0025033743159251,"impact"
"Eutrophication","kg N eq.",2018,"Metro","Electronics",6885224.39184396,0.518354429120417,"impact"
"Eutrophication","kg N eq.",2018,"Metro","FoodWaste",3922206.98750516,0.295283530092163,"impact"
"Eutrophication","kg N eq.",2018,"Metro","Glass",122923.059509531,0.00925426808359018,"impact"
"Eutrophication","kg N eq.",2018,"Metro","PaperFiber",1971509.4742795,0.148425179759748,"impact"
"Eutrophication","kg N eq.",2018,"Metro","PlasticFilm",46256.540833125,0.00348242576451721,"impact"
"Eutrophication","kg N eq.",2018,"Metro","RigidPlastic",13778.5440874872,0.00103731831355276,"impact"
"Eutrophication","kg N eq.",2018,"Metro","ScrapMetal",57942.856742242,0.00436223058522384,"impact"
"Eutrophication","kg N eq.",2018,"Metro","TinnedCan",3756.29964811781,0.000282793188557776,"impact"
"Eutrophication","kg N eq.",2018,"Metro","YardDebris",44529.8518278705,0.00335243190481855,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","Aluminum",21.4489952106662,0.00102188343598604,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","Cardboard",242.135770895296,0.0115359498711888,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","Carpeting",45.6955129884317,0.0021770477993553,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","Electronics",13486.9660500365,0.642552579870255,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","FoodWaste",4527.20862355345,0.215687469656474,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","Glass",369.562879543226,0.0176068940037213,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","PaperFiber",2092.86625928954,0.0997093496966478,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","PlasticFilm",51.0887699653749,0.00243399596483457,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","RigidPlastic",31.2324207835212,0.00148799014363876,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","ScrapMetal",44.5354616473888,0.00212178007055672,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","TinnedCan",6.18413399745624,0.000294627512191158,"impact"
"Eutrophication","kg N eq.",2018,"Milton Freewater","YardDebris",70.7442519832315,0.00337043197515084,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","Aluminum",45.8486829111661,0.000247762514422707,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","Cardboard",2082.12613593337,0.0112516385210806,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","Carpeting",494.401581299877,0.00267170551343336,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","Electronics",111833.135978246,0.604337075929366,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","FoodWaste",48982.0325012196,0.26469487809608,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","Glass",623.941504046329,0.00337172860984313,"impact"
"Eutrophication","kg N eq.",2018,"Morrow","PaperFiber",18810.7417015717,0.101651702212855,"impact"
