"material","LCstage","disposition","impactCategory","impactUnits","impactFactor","corporateSource","impactFactorSetId"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",78.0190943153376,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",96.2540631884001,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP50 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",80.7030615628932,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",85.0897439010269,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",101.23229602042,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP100 excl biogenic carbon","kg CO2 eq.",78.0750288591328,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP20 excl biogenic carbon","kg CO2 eq.",96.3099977321953,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP50 excl biogenic carbon","kg CO2 eq.",80.7589961066885,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP100 excl biogenic carbon","kg CO2 eq.",85.1456784448221,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP20 excl biogenic carbon","kg CO2 eq.",101.288230564215,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",77.4922672855621,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",95.7261288876745,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP50 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",80.1751272621677,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",84.5629168712514,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",100.704361719694,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP100 incl biogenic carbon","kg CO2 eq.",77.5482018293573,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP20 incl biogenic carbon","kg CO2 eq.",95.7820634314697,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GTP50 incl biogenic carbon","kg CO2 eq.",80.2310618059629,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP100 incl biogenic carbon","kg CO2 eq.",84.6188514150466,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","GWP20 incl biogenic carbon","kg CO2 eq.",100.76029626349,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy demand from ren. and non ren. resources (gross cal. value)","MJ",1739.38460287068,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy demand from ren. and non ren. resources (net cal. value)","MJ",1606.30446602159,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy from non renewable resources (gross cal. value)","MJ",1439.04402148383,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy from non renewable resources (net cal. value)","MJ",1305.96389159908,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy from renewable resources (gross cal. value)","MJ",300.340581386858,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Primary energy from renewable resources (net cal. value)","MJ",300.340574422519,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",83.6500029441841,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",83.1240063676212,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Acidification","kg SO2 eq.",0.133244988074895,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Ecotoxicity (recommended)","CTUe",90.3956111985806,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Eutrophication","kg N eq.",0.00020828460587197,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Global Warming Air, excl. biogenic carbon","kg CO2 eq.",83.7059374879794,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Global Warming Air, incl. biogenic carbon","kg CO2 eq.",83.1799409114164,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human Health Particulate Air","kg PM2.5 eq.",-0.0232480057341604,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, cancer (recommended)","CTUh",9.17769016855749e-08,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, non-canc. (recommended)","CTUh",3.2573386453451e-05,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Ozone Depletion Air","kg CFC 11 eq.",2.56942223933667e-13,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Resources, Fossil fuels","MJ surplus energy",160.720288840622,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Smog Air","kg O3 eq.",2.01873646972775,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Ecotoxicity (recommended and interim)","CTUe",9572.17209151812,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Ecotoxicity (recommended only)","CTUe",-0.0931247823775912,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, cancer (recommended and interim)","CTUh",-1.78835297896416e-09,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, cancer (recommended only)","CTUh",8.81566522169921e-09,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, non-canc. (recommended and interim)","CTUh",2.90437905816222e-05,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Human toxicity, non-canc. (recommended only)","CTUh",8.63922103112404e-11,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","high characterization factor for unspecified water","m³ world equiv.",92.118008760864,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","low characterization factor for unspecified water","m³ world equiv.",-7.52062633313606,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","OECD+BRIC average for unspecified water","m³ world equiv.",51.3033587234904,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Blue water consumption (excl hydropower)","kg",1496.36079904151,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Blue water use (excl hydropower)","kg",2427.52265736815,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","including rainwater)","kg",1278.14898603671,"Total freshwater consumption (excl hydropower","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Total freshwater use (excl hydropower)","kg",2319.51815370428,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","high characterization factor for unspecified water","m³ equiv.",1.28805123364819,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","low characterization factor for unspecified water","m³ equiv.",0.0239381576340559,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","OECD+BRIC average for unspecified water","m³ equiv.",0.4590205961366,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","global average for unspecified water","m³ world equiv.",100.658251804181,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","high characterization factor for unspecified water","m³ world equiv.",121.099726026355,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","low characterization factor for unspecified water","m³ world equiv.",26.2616893091081,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","OECD+BRIC average for unspecified water","m³ world equiv.",91.3787633482789,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","high characterization factor for unspecified water","m³ world equiv.",126.134930112253,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","low characterization factor for unspecified water","m³ world equiv.",27.4763242058762,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","OECD+BRIC average for unspecified water","m³ world equiv.",85.7217267393662,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Blue water consumption","kg",2480.57013002853,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Blue water use","kg",227331.322795894,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Total freshwater consumption (including rainwater)","kg",2262.3583170237,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","Total freshwater use","kg",227223.318292231,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","high characterization factor for unspecified water","m³ equiv.",1.78905674920397,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","low characterization factor for unspecified water","m³ equiv.",0.537377280994505,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER","OECD+BRIC average for unspecified water","m³ equiv.",0.968180320362833,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP50 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP100 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP20 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP50 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP100 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP20 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP50 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP100 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP20 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GTP50 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP100 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","GWP20 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy demand from ren. and non ren. resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy demand from ren. and non ren. resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy from non renewable resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy from non renewable resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy from renewable resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Primary energy from renewable resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Acidification","kg SO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Ecotoxicity (recommended)","CTUe",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Eutrophication","kg N eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Global Warming Air, excl. biogenic carbon","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Global Warming Air, incl. biogenic carbon","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human Health Particulate Air","kg PM2.5 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, cancer (recommended)","CTUh",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, non-canc. (recommended)","CTUh",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Ozone Depletion Air","kg CFC 11 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Resources, Fossil fuels","MJ surplus energy",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Smog Air","kg O3 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Ecotoxicity (recommended and interim)","CTUe",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Ecotoxicity (recommended only)","CTUe",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, cancer (recommended and interim)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, cancer (recommended only)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, non-canc. (recommended and interim)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Human toxicity, non-canc. (recommended only)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Blue water consumption (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Blue water use (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","including rainwater)","kg",0,"Total freshwater consumption (excl hydropower","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Total freshwater use (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","high characterization factor for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","low characterization factor for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","OECD+BRIC average for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","global average for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Blue water consumption","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Blue water use","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Total freshwater consumption (including rainwater)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","Total freshwater use","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","high characterization factor for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","low characterization factor for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","incinerationNoER_transport","OECD+BRIC average for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",37.4293934719183,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",42.4912573565786,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP50 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",38.1864129656972,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GWP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",39.3951595806944,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GWP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",43.8664375247497,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP100 excl biogenic carbon","kg CO2 eq.",37.4016497701582,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP20 excl biogenic carbon","kg CO2 eq.",42.4635136548184,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GTP50 excl biogenic carbon","kg CO2 eq.",38.1586692639371,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GWP100 excl biogenic carbon","kg CO2 eq.",39.3674158789343,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"AcceptedOtherSteel","endOfLife","landfilling","GWP20 excl biogenic carbon","kg CO2 eq.",43.8386938229896,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
