"material","LCstage","disposition","impactCategory","impactUnits","impactFactor","corporateSource","impactFactorSetId"
"EPS","endOfLife","landfilling","Human toxicity, cancer (recommended only)","CTUh",2.94958570835673e-08,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Human toxicity, non-canc. (recommended and interim)","CTUh",3.61747065094182e-05,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Human toxicity, non-canc. (recommended only)","CTUh",3.12142430171601e-08,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","high characterization factor for unspecified water","m³ world equiv.",2.4221289374663,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","low characterization factor for unspecified water","m³ world equiv.",1.81173789578387,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","OECD+BRIC average for unspecified water","m³ world equiv.",2.1720964402456,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Blue water consumption (excl hydropower)","kg",80.3116882749928,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Blue water use (excl hydropower)","kg",640.263064247252,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","including rainwater)","kg",-116.639930946296,"Total freshwater consumption (excl hydropower","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Total freshwater use (excl hydropower)","kg",2501.08888163847,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","high characterization factor for unspecified water","m³ equiv.",0.0369029138145714,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","low characterization factor for unspecified water","m³ equiv.",0.0291588966816113,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","OECD+BRIC average for unspecified water","m³ equiv.",0.0318242324984336,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","global average for unspecified water","m³ world equiv.",2.29070284680074,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","high characterization factor for unspecified water","m³ world equiv.",2.39148733104192,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","low characterization factor for unspecified water","m³ world equiv.",1.92389861835382,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","OECD+BRIC average for unspecified water","m³ world equiv.",2.24495132967017,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","high characterization factor for unspecified water","m³ world equiv.",2.45210406362972,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","low characterization factor for unspecified water","m³ world equiv.",1.96567844656538,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","OECD+BRIC average for unspecified water","m³ world equiv.",2.25285112167606,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Blue water consumption","kg",86.2137150802446,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Blue water use","kg",15537.9979001799,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Total freshwater consumption (including rainwater)","kg",-110.737904141046,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","Total freshwater use","kg",17398.8237175711,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","high characterization factor for unspecified water","m³ equiv.",0.0375792759578277,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","low characterization factor for unspecified water","m³ equiv.",0.0314080053210994,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling","OECD+BRIC average for unspecified water","m³ equiv.",0.0335320332488478,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP50 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP100 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP20 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP50 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP100 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP20 excl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP50 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP100 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP20 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GTP50 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP100 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","GWP20 incl biogenic carbon","kg CO2 eq.",0,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy demand from ren. and non ren. resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy demand from ren. and non ren. resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy from non renewable resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy from non renewable resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy from renewable resources (gross cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Primary energy from renewable resources (net cal. value)","MJ",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Acidification","kg SO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Ecotoxicity (recommended)","CTUe",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Eutrophication","kg N eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Global Warming Air, excl. biogenic carbon","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Global Warming Air, incl. biogenic carbon","kg CO2 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human Health Particulate Air","kg PM2.5 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, cancer (recommended)","CTUh",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, non-canc. (recommended)","CTUh",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Ozone Depletion Air","kg CFC 11 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Resources, Fossil fuels","MJ surplus energy",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Smog Air","kg O3 eq.",0,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Ecotoxicity (recommended and interim)","CTUe",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Ecotoxicity (recommended only)","CTUe",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, cancer (recommended and interim)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, cancer (recommended only)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, non-canc. (recommended and interim)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Human toxicity, non-canc. (recommended only)","CTUh",0,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Blue water consumption (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Blue water use (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","including rainwater)","kg",0,"Total freshwater consumption (excl hydropower","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Total freshwater use (excl hydropower)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","high characterization factor for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","low characterization factor for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","OECD+BRIC average for unspecified water","m³ equiv.",0,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","global average for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","high characterization factor for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","low characterization factor for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","OECD+BRIC average for unspecified water","m³ world equiv.",0,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Blue water consumption","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Blue water use","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Total freshwater consumption (including rainwater)","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","Total freshwater use","kg",0,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","high characterization factor for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","low characterization factor for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","landfilling_transport","OECD+BRIC average for unspecified water","m³ equiv.",0,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1524.4550659642,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1928.38631850635,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP50 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1583.95354131017,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP100 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1681.09239171536,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP20 excl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-2038.63584956325,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP100 excl biogenic carbon","kg CO2 eq.",-1524.32105373518,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP20 excl biogenic carbon","kg CO2 eq.",-1928.25230627733,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP50 excl biogenic carbon","kg CO2 eq.",-1583.81952908116,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP100 excl biogenic carbon","kg CO2 eq.",-1680.95837948635,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP20 excl biogenic carbon","kg CO2 eq.",-2038.50183733423,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1524.69156478377,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1928.5935842985,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP50 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1584.16080710233,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP100 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-1681.32889053494,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP20 incl biogenic carbon, incl Land Use Change, no norm/weight","kg CO2 eq.",-2038.8431153554,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP100 incl biogenic carbon","kg CO2 eq.",-1524.55755255476,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP20 incl biogenic carbon","kg CO2 eq.",-1928.45957206948,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GTP50 incl biogenic carbon","kg CO2 eq.",-1584.02679487331,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP100 incl biogenic carbon","kg CO2 eq.",-1681.19487830592,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","GWP20 incl biogenic carbon","kg CO2 eq.",-2038.70910312638,"IPCC AR5","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy demand from ren. and non ren. resources (gross cal. value)","MJ",-61892.1001574052,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy demand from ren. and non ren. resources (net cal. value)","MJ",-56746.8018918861,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy from non renewable resources (gross cal. value)","MJ",-62055.8600639414,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy from non renewable resources (net cal. value)","MJ",-56910.561933887,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy from renewable resources (gross cal. value)","MJ",163.759906536211,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Primary energy from renewable resources (net cal. value)","MJ",163.76004200094,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Global Warming Air, excl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",-1649.22984760951,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Global Warming Air, incl biogenic carbon, incl LUC, no norm/weight","kg CO2 eq.",-1649.48827119965,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Acidification","kg SO2 eq.",-2.24685701513762,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Ecotoxicity (recommended)","CTUe",-310.897000324267,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Eutrophication","kg N eq.",-0.101919176217238,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Global Warming Air, excl. biogenic carbon","kg CO2 eq.",-1649.09583538049,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Global Warming Air, incl. biogenic carbon","kg CO2 eq.",-1649.35425897063,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human Health Particulate Air","kg PM2.5 eq.",-0.100733073061067,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, cancer (recommended)","CTUh",-1.39384147729997e-06,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, non-canc. (recommended)","CTUh",-0.000111046339112554,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Ozone Depletion Air","kg CFC 11 eq.",2.84629000894574e-13,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Resources, Fossil fuels","MJ surplus energy",-8043.70063224121,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Smog Air","kg O3 eq.",-61.3755386737086,"TRACI 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Ecotoxicity (recommended and interim)","CTUe",-47573.5203952313,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Ecotoxicity (recommended only)","CTUe",-13.1198809551259,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, cancer (recommended and interim)","CTUh",-2.44249813929901e-05,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, cancer (recommended only)","CTUh",-7.2155209453033e-08,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, non-canc. (recommended and interim)","CTUh",-0.000125615699366604,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Human toxicity, non-canc. (recommended only)","CTUh",-1.87908319587721e-09,"USEtox 2.1","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","high characterization factor for unspecified water","m³ world equiv.",-245.568279480545,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","low characterization factor for unspecified water","m³ world equiv.",-252.419523019305,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","OECD+BRIC average for unspecified water","m³ world equiv.",-248.374732088928,"AWARE (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Blue water consumption (excl hydropower)","kg",-7434.82227452849,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Blue water use (excl hydropower)","kg",-7449.76032105011,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","including rainwater)","kg",-7507.14678531962,"Total freshwater consumption (excl hydropower","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Total freshwater use (excl hydropower)","kg",-7283.08311919076,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","high characterization factor for unspecified water","m³ equiv.",-3.63481539983119,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","low characterization factor for unspecified water","m³ equiv.",-3.72173696932211,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","OECD+BRIC average for unspecified water","m³ equiv.",-3.69182030353472,"WSI (excl hydropower)","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","global average for unspecified water","m³ world equiv.",-224.280086487404,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","high characterization factor for unspecified water","m³ world equiv.",-220.224815418989,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","low characterization factor for unspecified water","m³ world equiv.",-239.039209249132,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","OECD+BRIC average for unspecified water","m³ world equiv.",-226.120992904227,"AWARE 1.2C","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","high characterization factor for unspecified water","m³ world equiv.",-224.530290800033,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","low characterization factor for unspecified water","m³ world equiv.",-244.102626231116,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","OECD+BRIC average for unspecified water","m³ world equiv.",-232.547642752213,"AWARE","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Blue water consumption","kg",-7023.90268323408,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Blue water use","kg",13384.0734828415,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Total freshwater consumption (including rainwater)","kg",-7096.22719402521,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","Total freshwater use","kg",13550.7506847008,NA,"emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","high characterization factor for unspecified water","m³ equiv.",-3.33281174829834,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","low characterization factor for unspecified water","m³ equiv.",-3.5811255185866,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
"EPS","endOfLife","recyclingGeneric","OECD+BRIC average for unspecified water","m³ equiv.",-3.49566088512879,"WSI","emissionFactorsWICplusSOAR_20200327.xlsx"
